lambda_um,n,k
22.5678391959799,1.9197561269729257,0.028927874641040907
22.678391959798997,1.9197554216820758,0.02893769284052192
22.78894472361809,1.9197547266318775,0.02894741851326629
22.899497487437188,1.9197540416250256,0.028957052959973657
23.01005025125628,1.919753366468943,0.028966597457099865
23.12060301507538,1.9197527009756472,0.02897605325741864
23.231155778894475,1.9197520449616186,0.02898542159056779
23.34170854271357,1.9197513982476728,0.028994703663580295
23.452261306532666,1.9197507606588413,0.02900390066140092
23.56281407035176,1.9197501320242496,0.02901301374738871
23.673366834170857,1.9197495121770052,0.02902204406380583
23.78391959798995,1.9197489009540856,0.029030992732293218
23.894472361809047,1.9197482981962313,0.02903986085433342
24.00502512562814,1.9197477037478425,0.02904864951170104
24.115577889447238,1.9197471174568785,0.029057359766901148
24.22613065326633,1.9197465391747592,0.029065992663596107
24.33668341708543,1.9197459687562732,0.029074549227021046
24.447236180904525,1.9197454060594852,0.029083030464388437
24.55778894472362,1.9197448509456472,0.029091437365282056
24.668341708542716,1.9197443032791146,0.02909977090204069
24.77889447236181,1.9197437629272618,0.02910803203013182
24.889447236180906,1.9197432297604031,0.029116221688515697
25.0,1.9197427036517136,0.0291243408
